well,Date,subsidence,tds,gwr_elev
897,2018-03-287,3.93,,
897,2018-03-288,4.93,,
897,2018-03-289,5.93,,
897,2018-03-290,6.93,,
897,2018-03-291,7.93,,
897,2018-03-292,8.93,,
897,2018-03-293,9.93,,
897,2018-03-294,10.93,,
897,2018-03-295,11.93,,
897,2018-03-296,12.93,,
897,2018-03-297,13.93,,
897,2018-03-298,14.93,,
897,2018-03-299,15.93,,
897,2018-03-300,16.93,,
897,2018-03-301,17.93,,
897,2018-03-302,18.93,,
897,2018-03-303,19.93,,
897,2018-03-304,20.93,,
897,2018-03-305,21.93,,
897,2018-03-306,22.93,,
897,2018-03-307,23.93,,
897,2018-03-308,24.93,,
897,2018-03-309,25.93,,
897,2018-03-310,26.93,,
897,2018-03-311,27.93,,
897,2018-03-312,28.93,,
897,2018-03-313,29.93,,
897,2018-03-314,30.93,,
897,2018-03-315,31.93,,
897,2018-03-316,32.93,,
897,2018-03-317,33.93,,
897,2018-03-318,34.93,,
897,2018-03-319,35.93,,
897,2018-03-320,36.93,,
897,2018-03-321,37.93,,
897,2018-03-322,38.93,,
897,2018-03-323,39.93,,
897,2018-03-324,40.93,,
897,2018-03-325,41.93,,
897,2018-03-326,42.93,,
897,2018-03-327,43.93,,
897,2018-03-328,44.93,,
897,2018-03-329,45.93,,
897,2018-03-330,46.93,,
897,2018-03-331,47.93,,
897,2018-03-332,48.93,,
897,2018-03-333,49.93,,
897,2018-03-334,50.93,,
897,2018-03-335,51.93,,
897,2018-03-336,52.93,,
897,2018-03-337,53.93,,
897,2018-03-338,54.93,,
897,2018-03-339,55.93,,
897,2018-03-340,56.93,,
897,2018-03-341,57.93,,
897,2018-03-342,58.93,,
897,2018-03-343,59.93,,
897,2018-03-344,60.93,,
897,2018-03-345,61.93,,
897,2018-03-346,62.93,,
897,2018-03-347,63.93,,
897,2018-03-348,64.93,,
897,2018-03-349,65.93,,
897,2018-03-350,66.93,,
897,2018-03-351,67.93,,
897,2018-03-352,68.93,,
897,2018-03-353,69.93,,
897,2018-03-354,70.93,,
897,2018-03-355,71.93,,
897,2018-03-356,72.93,,
897,2018-03-357,73.93,,
897,2018-03-358,74.93,,
897,2018-03-359,75.93,,
897,2018-03-360,76.93,,
897,2018-03-361,77.93,,
897,2018-03-362,78.93,,
897,2018-03-363,79.93,,
897,2018-03-364,80.93,,
897,2018-03-365,81.93,,
897,2018-03-366,82.93,,
897,2018-03-367,83.93,,
897,2018-03-368,84.93,,
897,2018-03-369,85.93,,
897,2018-03-370,86.93,,
897,2018-03-371,87.93,,
897,2018-03-372,88.93,,
897,2018-03-373,89.93,,
897,2018-03-374,90.93,,
897,2018-03-375,91.93,,
897,2018-03-376,92.93,,
897,2018-03-377,93.93,,
897,2018-03-378,94.93,,
897,2018-03-379,95.93,,
897,2018-03-380,96.93,,
897,2018-03-381,97.93,,
897,2018-03-382,98.93,,
897,2018-03-383,99.93,,
897,2018-03-384,100.93,,
897,2018-03-385,101.93,,
897,2018-03-386,102.93,,
897,2018-03-387,103.93,,
897,2018-03-388,104.93,,
897,2018-03-389,105.93,,
897,2018-03-390,106.93,,
897,2018-03-391,107.93,,
897,2018-03-392,108.93,,
897,2018-03-393,109.93,,
897,2018-03-394,110.93,,
897,2018-03-395,111.93,,
897,2018-03-396,112.93,,
897,2018-03-397,113.93,,
897,2018-03-398,114.93,,
897,2018-03-399,115.93,,
897,2018-03-400,116.93,,
897,2018-03-401,117.93,,
897,2018-03-402,118.93,,
897,2018-03-403,119.93,,
897,2018-03-404,120.93,,
897,2018-03-405,121.93,,
897,2018-03-406,122.93,,
897,2018-03-407,123.93,,
897,2018-03-408,124.93,,
897,2018-03-409,125.93,,
897,2018-03-410,126.93,,
897,2018-03-411,127.93,,
897,2018-03-412,128.93,,
897,2018-03-413,129.93,,
897,2018-03-414,130.93,,
897,2018-03-415,131.93,,
897,2018-03-416,132.93,,
897,2018-03-417,133.93,,
897,2018-03-418,134.93,,
897,2018-03-419,135.93,,
897,2018-03-420,136.93,,
897,2018-03-421,137.93,,
897,2018-03-422,138.93,,
897,2018-03-423,139.93,,
897,2018-03-424,140.93,,
897,2018-03-425,141.93,,
897,2018-03-426,142.93,,
897,2018-03-427,143.93,,
897,2018-03-428,144.93,,
897,2018-03-429,145.93,,
897,2018-03-430,146.93,,
897,2018-03-431,147.93,,
897,2018-03-432,148.93,,
897,2018-03-433,149.93,,
897,2018-03-434,150.93,,
897,2018-03-435,151.93,,
897,2018-03-436,152.93,,
897,2018-03-437,153.93,,
897,2018-03-438,154.93,,
897,2018-03-439,155.93,,
897,2018-03-440,156.93,,
897,2018-03-441,157.93,,
897,2018-03-442,158.93,,
897,2018-03-443,159.93,,
897,2018-03-444,160.93,,
897,2018-03-445,161.93,,
897,2018-03-446,162.93,,
897,2018-03-447,163.93,,
897,2018-03-448,164.93,,
897,2018-03-449,165.93,,
897,2018-03-450,166.93,,
897,2018-03-451,167.93,,
897,2018-03-452,168.93,,
897,2018-03-453,169.93,,
897,2018-03-454,170.93,,
897,2018-03-455,171.93,,
897,2018-03-456,172.93,,
897,2018-03-457,173.93,,
897,2018-03-458,174.93,,
897,2018-03-459,175.93,,
897,2018-03-460,176.93,,
897,2018-03-461,177.93,,
897,2018-03-462,178.93,,
897,2018-03-463,179.93,,
897,2018-03-464,180.93,,
897,2018-03-465,181.93,,
897,2018-03-466,182.93,,
897,2018-03-467,183.93,,
897,2018-03-468,184.93,,
897,2018-03-469,185.93,,
897,2018-03-470,186.93,,
897,2018-03-471,187.93,,
897,2018-03-472,188.93,,
897,2018-03-473,189.93,,
897,2018-03-474,190.93,,
897,2018-03-475,191.93,,
897,2018-03-476,192.93,,
897,2018-03-477,193.93,,
897,2018-03-478,194.93,,
897,2018-03-479,195.93,,
897,2018-03-480,196.93,,
897,2018-03-481,197.93,,
897,2018-03-482,198.93,,
897,2018-03-483,199.93,,
897,2018-03-484,200.93,,
897,2018-03-485,201.93,,
897,2018-03-486,202.93,,
897,2018-03-487,203.93,,
897,2018-03-488,204.93,,
897,2018-03-489,205.93,,
897,2018-03-490,206.93,,
897,2018-03-491,207.93,,
897,2018-03-492,208.93,,
897,2018-03-493,209.93,,
897,2018-03-494,210.93,,
897,2018-03-495,211.93,,
897,2018-03-496,212.93,,
897,2018-03-497,213.93,,
897,2018-03-498,214.93,,
897,2018-03-499,215.93,,
897,2018-03-500,216.93,,
897,2018-03-501,217.93,,
897,2018-03-502,218.93,,
897,2018-03-503,219.93,,
897,2018-03-504,220.93,,
897,2018-03-505,221.93,,
897,2018-03-506,222.93,,
897,2018-03-507,223.93,,
897,2018-03-508,224.93,,
897,2018-03-509,225.93,,
897,2018-03-510,226.93,,
897,2018-03-511,227.93,,
897,2018-03-512,228.93,,
897,2018-03-513,229.93,,
897,2018-03-514,230.93,,
897,2018-03-515,231.93,,
897,2018-03-516,232.93,,
897,2018-03-517,233.93,,
897,2018-03-518,234.93,,
897,2018-03-519,235.93,,
897,2018-03-520,236.93,,
897,2018-03-521,237.93,,
897,2018-03-522,238.93,,
897,2018-03-523,239.93,,
897,2018-03-524,240.93,,
897,2018-03-525,241.93,,
897,2018-03-526,242.93,,
897,2018-03-527,243.93,,
897,2018-03-528,244.93,,
897,2018-03-529,245.93,,
897,2018-03-530,246.93,,
897,2018-03-531,247.93,,
897,2018-03-532,248.93,,
897,2018-03-533,249.93,,
897,2018-03-534,250.93,,
897,2018-03-535,251.93,,
897,2018-03-536,252.93,,
897,2018-03-537,253.93,,
897,2018-03-538,254.93,,
897,2018-03-539,255.93,,
897,2018-03-540,256.93,,
897,2018-03-541,257.93,,
897,2018-03-542,258.93,,
897,2018-03-543,259.93,,
897,2018-03-544,260.93,,
897,2018-03-545,261.93,,
897,2018-03-546,262.93,,
897,2018-03-547,263.93,,
897,2018-03-548,264.93,,
897,2018-03-549,265.93,,
897,2018-03-550,266.93,,
897,2018-03-551,267.93,,
897,2018-03-552,268.93,,
897,2018-03-553,269.93,,
897,2018-03-554,270.93,,
897,2018-03-555,271.93,,
897,2018-03-556,272.93,,
897,2018-03-557,273.93,,
897,2018-03-558,274.93,,
897,2018-03-559,275.93,,
897,2018-03-560,276.93,,
897,2018-03-561,277.93,,
897,2018-03-562,278.93,,
897,2018-03-563,279.93,,
897,2018-03-564,280.93,,
897,2018-03-565,281.93,,
897,2018-03-566,282.93,,
897,2018-03-567,283.93,,
897,2018-03-568,284.93,,
897,2018-03-569,285.93,,
897,2018-03-570,286.93,,
897,2018-03-571,287.93,,
897,2018-03-572,288.93,,
897,2018-03-573,289.93,,
897,2018-03-574,290.93,,
897,2018-03-575,291.93,,
897,2018-03-576,292.93,,
897,2018-03-577,293.93,,
897,2018-03-578,294.93,,
897,2018-03-579,295.93,,
897,2018-03-580,296.93,,
897,2018-03-581,297.93,,
897,2018-03-582,298.93,,
897,2018-03-583,299.93,,
897,2018-03-584,300.93,,
897,2018-03-585,301.93,,
897,2018-03-586,302.93,,
897,2018-03-587,303.93,,
897,2018-03-588,304.93,,
897,2018-03-589,305.93,,
897,2018-03-590,306.93,,
897,2018-03-591,307.93,,
897,2018-03-592,308.93,,
897,2018-03-593,309.93,,
897,2018-03-594,310.93,,
897,2018-03-595,311.93,,
897,2018-03-596,312.93,,
897,2018-03-597,313.93,,
897,2018-03-598,314.93,,
897,2018-03-599,315.93,,
897,2018-03-600,316.93,,
897,2018-03-601,317.93,,
897,2018-03-602,318.93,,
897,2018-03-603,319.93,,
897,2018-03-604,320.93,,
897,2018-03-605,321.93,,
897,2018-03-606,322.93,,
897,2018-03-607,323.93,,
897,2018-03-608,324.93,,
897,2018-03-609,325.93,,
897,2018-03-610,326.93,,
897,2018-03-611,327.93,,
897,2018-03-612,328.93,,
897,2018-03-613,329.93,,
897,2018-03-614,330.93,,
897,2018-03-615,331.93,,
897,2018-03-616,332.93,,
897,2018-03-617,333.93,,
897,2018-03-618,334.93,,
897,2018-03-619,335.93,,
897,2018-03-620,336.93,,
897,2018-03-621,337.93,,
897,2018-03-622,338.93,,
897,2018-03-623,339.93,,
897,2018-03-624,340.93,,
897,2018-03-625,341.93,,
897,2018-03-626,342.93,,
897,2018-03-627,343.93,,
897,2018-03-628,344.93,,
897,2018-03-629,345.93,,
897,2018-03-630,346.93,,
897,2018-03-631,347.93,,
897,2018-03-632,348.93,,
897,2018-03-633,349.93,,
897,2018-03-634,350.93,,
897,2018-03-635,351.93,,
897,2018-03-636,352.93,,
897,2018-03-637,353.93,,
897,2018-03-638,354.93,,
897,2018-03-639,355.93,,
897,2018-03-640,356.93,,
897,2018-03-641,357.93,,
897,2018-03-642,358.93,,
897,2018-03-643,359.93,,
897,2018-03-644,360.93,,
897,2018-03-645,361.93,,
897,2018-03-646,362.93,,
897,2018-03-647,363.93,,
897,2018-03-648,364.93,,
897,2018-03-649,365.93,,
897,2018-03-650,366.93,,
897,2018-03-651,367.93,,
897,2018-03-652,368.93,,
897,2018-03-653,369.93,,
897,2018-03-654,370.93,,
897,2018-03-655,371.93,,
897,2018-03-656,372.93,,
897,2018-03-657,373.93,,
897,2018-03-658,374.93,,
897,2018-03-659,375.93,,
897,2018-03-660,376.93,,
897,2018-03-661,377.93,,
897,2018-03-662,378.93,,
897,2018-03-663,379.93,,
897,2018-03-664,380.93,,
897,2018-03-665,381.93,,
897,2018-03-666,382.93,,
897,2018-03-667,383.93,,
897,2018-03-668,384.93,,
897,2018-03-669,385.93,,
897,2018-03-670,386.93,,
897,2018-03-671,387.93,,
897,2018-03-672,388.93,,
897,2018-03-673,389.93,,
897,2018-03-674,390.93,,
897,2018-03-675,391.93,,
897,2018-03-676,392.93,,
897,2018-03-677,393.93,,
897,2018-03-678,394.93,,
897,2018-03-679,395.93,,
897,2018-03-680,396.93,,
897,2018-03-681,397.93,,
897,2018-03-682,398.93,,
897,2018-03-683,399.93,,
897,2018-03-684,400.93,,
897,2018-03-685,401.93,,
897,2018-03-686,402.93,,
897,2018-03-687,403.93,,
897,2018-03-688,404.93,,
897,2018-03-689,405.93,,
897,2018-03-690,406.93,,
897,2018-03-691,407.93,,
897,2018-03-692,408.93,,
897,2018-03-693,409.93,,
897,2018-03-694,410.93,,
897,2018-03-695,411.93,,
897,2018-03-696,412.93,,
897,2018-03-697,413.93,,
897,2018-03-698,414.93,,
897,2018-03-699,415.93,,
897,2018-03-700,416.93,,
897,2018-03-701,417.93,,
897,2018-03-702,418.93,,
897,2018-03-703,419.93,,
897,2018-03-704,420.93,,
897,2018-03-705,421.93,,
897,2018-03-706,422.93,,
897,2018-03-707,423.93,,
897,2018-03-708,424.93,,
897,2018-03-709,425.93,,
897,2018-03-710,426.93,,
897,2018-03-711,427.93,,
897,2018-03-712,428.93,,
897,2018-03-713,429.93,,
897,2018-03-714,430.93,,
897,2018-03-715,431.93,,
897,2018-03-716,432.93,,
897,2018-03-717,433.93,,
897,2018-03-718,434.93,,
897,2018-03-719,435.93,,
897,2018-03-720,436.93,,
897,2018-03-721,437.93,,
897,2018-03-722,438.93,,
897,2018-03-723,439.93,,
897,2018-03-724,440.93,,
897,2018-03-725,441.93,,
897,2018-03-726,442.93,,
897,2018-03-727,443.93,,
897,2018-03-728,444.93,,
897,2018-03-729,445.93,,
897,2018-03-730,446.93,,
897,2018-03-731,447.93,,
897,2018-03-732,448.93,,
897,2018-03-733,449.93,,
897,2018-03-734,450.93,,
897,2018-03-735,451.93,,
897,2018-03-736,452.93,,
897,2018-03-737,453.93,,
897,2018-03-738,454.93,,
897,2018-03-739,455.93,,
897,2018-03-740,456.93,,
897,2018-03-741,457.93,,
897,2018-03-742,458.93,,
897,2018-03-743,459.93,,
897,2018-03-744,460.93,,
897,2018-03-745,461.93,,
897,2018-03-746,462.93,,
897,2018-03-747,463.93,,
897,2018-03-748,464.93,,
897,2018-03-749,465.93,,
897,2018-03-750,466.93,,
897,2018-03-751,467.93,,
897,2018-03-752,468.93,,
897,2018-03-753,469.93,,
897,2018-03-754,470.93,,
897,2018-03-755,471.93,,
897,2018-03-756,472.93,,
897,2018-03-757,473.93,,
897,2018-03-758,474.93,,
897,2018-03-759,475.93,,
897,2018-03-760,476.93,,
897,2018-03-761,477.93,,
897,2018-03-762,478.93,,
897,2018-03-763,479.93,,
897,2018-03-764,480.93,,
897,2018-03-765,481.93,,
897,2018-03-766,482.93,,
897,2018-03-767,483.93,,
897,2018-03-768,484.93,,
897,2018-03-769,485.93,,
897,2018-03-770,486.93,,
897,2018-03-771,487.93,,
897,2018-03-772,488.93,,
897,2018-03-773,489.93,,
897,2018-03-774,490.93,,
897,2018-03-775,491.93,,
897,2018-03-776,492.93,,
897,2018-03-777,493.93,,
897,2018-03-778,494.93,,
897,2018-03-779,495.93,,
897,2018-03-780,496.93,,
897,2018-03-781,497.93,,
897,2018-03-782,498.93,,
897,2018-03-783,499.93,,
897,2018-03-784,500.93,,
897,2018-03-785,501.93,,
897,2018-03-786,502.93,,
897,2018-03-787,503.93,,
897,2018-03-788,504.93,,
897,2018-03-789,505.93,,
897,2018-03-790,506.93,,
897,2018-03-791,507.93,,
897,2018-03-792,508.93,,
897,2018-03-793,509.93,,
897,2018-03-794,510.93,,
897,2018-03-795,511.93,,
897,2018-03-796,512.93,,
897,2018-03-797,513.93,,
897,2018-03-798,514.93,,
897,2018-03-799,515.93,,
897,2018-03-800,516.93,,
897,2018-03-801,517.93,,
897,2018-03-802,518.93,,
897,2018-03-803,519.93,,
897,2018-03-804,520.93,,
897,2018-03-805,521.93,,
897,2018-03-806,522.93,,
897,2018-03-807,523.93,,
897,2018-03-808,524.93,,
897,2018-03-809,525.93,,
897,2018-03-810,526.93,,
897,2018-03-811,527.93,,
897,2018-03-812,528.93,,
897,2018-03-813,529.93,,
897,2018-03-814,530.93,,
897,2018-03-815,531.93,,
897,2018-03-816,532.93,,
897,2018-03-817,533.93,,
897,2018-03-818,534.93,,
897,2018-03-819,535.93,,
897,2018-03-820,536.93,,
897,2018-03-821,537.93,,
897,2018-03-822,538.93,,
897,2018-03-823,539.93,,
897,2018-03-824,540.93,,
897,2018-03-825,541.93,,
897,2018-03-826,542.93,,
897,2018-03-827,543.93,,
897,2018-03-828,544.93,,
897,2018-03-829,545.93,,
897,2018-03-830,546.93,,
897,2018-03-831,547.93,,
897,2018-03-832,548.93,,
897,2018-03-833,549.93,,
897,2018-03-834,550.93,,
897,2018-03-835,551.93,,
897,2018-03-836,552.93,,
897,2018-03-837,553.93,,
897,2018-03-838,554.93,,
897,2018-03-839,555.93,,
897,2018-03-840,556.93,,
897,2018-03-841,557.93,,
897,2018-03-842,558.93,,
897,2018-03-843,559.93,,
897,2018-03-844,560.93,,
897,2018-03-845,561.93,,
897,2018-03-846,562.93,,
897,2018-03-847,563.93,,
897,2018-03-848,564.93,,
897,2018-03-849,565.93,,
897,2018-03-850,566.93,,
897,2018-03-851,567.93,,
897,2018-03-852,568.93,,
897,2018-03-853,569.93,,
897,2018-03-854,570.93,,
897,2018-03-855,571.93,,
897,2018-03-856,572.93,,
897,2018-03-857,573.93,,
897,2018-03-858,574.93,,
897,2018-03-859,575.93,,
897,2018-03-860,576.93,,
897,2018-03-861,577.93,,
897,2018-03-862,578.93,,
897,2018-03-863,579.93,,
897,2018-03-864,580.93,,
897,2018-03-865,581.93,,
897,2018-03-866,582.93,,
897,2018-03-867,583.93,,
897,2018-03-868,584.93,,
897,2018-03-869,585.93,,
897,2018-03-870,586.93,,
897,2018-03-871,587.93,,
897,2018-03-872,588.93,,
897,2018-03-873,589.93,,
897,2018-03-874,590.93,,
897,2018-03-875,591.93,,
897,2018-03-876,592.93,,
897,2018-03-877,593.93,,
897,2018-03-878,594.93,,
897,2018-03-879,595.93,,
897,2018-03-880,596.93,,
897,2018-03-881,597.93,,
897,2018-03-882,598.93,,
897,2018-03-883,599.93,,
897,2018-03-884,600.93,,
897,2018-03-885,601.93,,
897,2018-03-886,602.93,,
897,2018-03-887,603.93,,
897,2018-03-888,604.93,,
897,2018-03-889,605.93,,
897,2018-03-890,606.93,,
897,2018-03-891,607.93,,
897,2018-03-892,608.93,,
897,2018-03-893,609.93,,
897,2018-03-894,610.93,,
897,2018-03-895,611.93,,
897,2018-03-896,612.93,,
897,2018-03-897,613.93,,
897,2018-03-898,614.93,,
897,2018-03-899,615.93,,
897,2018-03-900,616.93,,
897,2018-03-901,617.93,,
897,2018-03-902,618.93,,
897,2018-03-903,619.93,,
897,2018-03-904,620.93,,
897,2018-03-905,621.93,,
897,2018-03-906,622.93,,
897,2018-03-907,623.93,,
897,2018-03-908,624.93,,
897,2018-03-909,625.93,,
897,2018-03-910,626.93,,
897,2018-03-911,627.93,,
897,2018-03-912,628.93,,
897,2018-03-913,629.93,,
897,2018-03-914,630.93,,
897,2018-03-915,631.93,,
897,2018-03-916,632.93,,
897,2018-03-917,633.93,,
897,2018-03-918,634.93,,
897,2018-03-919,635.93,,
897,2018-03-920,636.93,,
897,2018-03-921,637.93,,
897,2018-03-922,638.93,,
897,2018-03-923,639.93,,
897,2018-03-924,640.93,,
897,2018-03-925,641.93,,
897,2018-03-926,642.93,,
897,2018-03-927,643.93,,
897,2018-03-928,644.93,,
897,2018-03-929,645.93,,
897,2018-03-930,646.93,,
897,2018-03-931,647.93,,
897,2018-03-932,648.93,,
897,2018-03-933,649.93,,
897,2018-03-934,650.93,,
897,2018-03-935,651.93,,
897,2018-03-936,652.93,,
897,2018-03-937,653.93,,
897,2018-03-938,654.93,,
897,2018-03-939,655.93,,
897,2018-03-940,656.93,,
897,2018-03-941,657.93,,
897,2018-03-942,658.93,,
897,2018-03-943,659.93,,
897,2018-03-944,660.93,,
897,2018-03-945,661.93,,
897,2018-03-946,662.93,,
897,2018-03-947,663.93,,
897,2018-03-948,664.93,,
897,2018-03-949,665.93,,
897,2018-03-950,666.93,,
897,2018-03-951,667.93,,
897,2018-03-952,668.93,,
897,2018-03-953,669.93,,
897,2018-03-954,670.93,,
897,2018-03-955,671.93,,
897,2018-03-956,672.93,,
897,2018-03-957,673.93,,
897,2018-03-958,674.93,,
897,2018-03-959,675.93,,
897,2018-03-960,676.93,,
897,2018-03-961,677.93,,
897,2018-03-962,678.93,,
897,2018-03-963,679.93,,
897,2018-03-964,680.93,,
897,2018-03-965,681.93,,
897,2018-03-966,682.93,,
897,2018-03-967,683.93,,
897,2018-03-968,684.93,,
897,2018-03-969,685.93,,
897,2018-03-970,686.93,,
897,2018-03-971,687.93,,
897,2018-03-972,688.93,,
897,2018-03-973,689.93,,
897,2018-03-974,690.93,,
897,2018-03-975,691.93,,
897,2018-03-976,692.93,,
897,2018-03-977,693.93,,
897,2018-03-978,694.93,,
897,2018-03-979,695.93,,
897,2018-03-980,696.93,,
897,2018-03-981,697.93,,
897,2018-03-982,698.93,,
897,2018-03-983,699.93,,
897,2018-03-984,700.93,,
897,2018-03-985,701.93,,
897,2018-03-986,702.93,,
897,2018-03-987,703.93,,
897,2018-03-988,704.93,,
897,2018-03-989,705.93,,
897,2018-03-990,706.93,,
897,2018-03-991,707.93,,
897,2018-03-992,708.93,,
897,2018-03-993,709.93,,
897,2018-03-994,710.93,,
897,2018-03-995,711.93,,
897,2018-03-996,712.93,,
897,2018-03-997,713.93,,
897,2018-03-998,714.93,,
897,2018-03-999,715.93,,
897,2018-03-1000,716.93,,
897,2018-03-1001,717.93,,
897,2018-03-1002,718.93,,
897,2018-03-1003,719.93,,
897,2018-03-1004,720.93,,
897,2018-03-1005,721.93,,
897,2018-03-1006,722.93,,
897,2018-03-1007,723.93,,
897,2018-03-1008,724.93,,
897,2018-03-1009,725.93,,
897,2018-03-1010,726.93,,
897,2018-03-1011,727.93,,
897,2018-03-1012,728.93,,
897,2018-03-1013,729.93,,
897,2018-03-1014,730.93,,
897,2018-03-1015,731.93,,
897,2018-03-1016,732.93,,
897,2018-03-1017,733.93,,
897,2018-03-1018,734.93,,
897,2018-03-1019,735.93,,
897,2018-03-1020,736.93,,
897,2018-03-1021,737.93,,
897,2018-03-1022,738.93,,
897,2018-03-1023,739.93,,
897,2018-03-1024,740.93,,
897,2018-03-1025,741.93,,
897,2018-03-1026,742.93,,
897,2018-03-1027,743.93,,
897,2018-03-1028,744.93,,
897,2018-03-1029,745.93,,
897,2018-03-1030,746.93,,
897,2018-03-1031,747.93,,
897,2018-03-1032,748.93,,
897,2018-03-1033,749.93,,
897,2018-03-1034,750.93,,
897,2018-03-1035,751.93,,
897,2018-03-1036,752.93,,
897,2018-03-1037,753.93,,
897,2018-03-1038,754.93,,
897,2018-03-1039,755.93,,
897,2018-03-1040,756.93,,
897,2018-03-1041,757.93,,
897,2018-03-1042,758.93,,
897,2018-03-1043,759.93,,
897,2018-03-1044,760.93,,
897,2018-03-1045,761.93,,
897,2018-03-1046,762.93,,
897,2018-03-1047,763.93,,
897,2018-03-1048,764.93,,
897,2018-03-1049,765.93,,
897,2018-03-1050,766.93,,
897,2018-03-1051,767.93,,
897,2018-03-1052,768.93,,
897,2018-03-1053,769.93,,
897,2018-03-1054,770.93,,
897,2018-03-1055,771.93,,
897,2018-03-1056,772.93,,
897,2018-03-1057,773.93,,
897,2018-03-1058,774.93,,
897,2018-03-1059,775.93,,
897,2018-03-1060,776.93,,
897,2018-03-1061,777.93,,
897,2018-03-1062,778.93,,
897,2018-03-1063,779.93,,
897,2018-03-1064,780.93,,
897,2018-03-1065,781.93,,
897,2018-03-1066,782.93,,
897,2018-03-1067,783.93,,
897,2018-03-1068,784.93,,
897,2018-03-1069,785.93,,
897,2018-03-1070,786.93,,
897,2018-03-1071,787.93,,
897,2018-03-1072,788.93,,
897,2018-03-1073,789.93,,
897,2018-03-1074,790.93,,
897,2018-03-1075,791.93,,
897,2018-03-1076,792.93,,
897,2018-03-1077,793.93,,
897,2018-03-1078,794.93,,
897,2018-03-1079,795.93,,
897,2018-03-1080,796.93,,
897,2018-03-1081,797.93,,
897,2018-03-1082,798.93,,
897,2018-03-1083,799.93,,
897,2018-03-1084,800.93,,
897,2018-03-1085,801.93,,
897,2018-03-1086,802.93,,
897,2018-03-1087,803.93,,
897,2018-03-1088,804.93,,
897,2018-03-1089,805.93,,
897,2018-03-1090,806.93,,
897,2018-03-1091,807.93,,
897,2018-03-1092,808.93,,
897,2018-03-1093,809.93,,
897,2018-03-1094,810.93,,
897,2018-03-1095,811.93,,
897,2018-03-1096,812.93,,
897,2018-03-1097,813.93,,
897,2018-03-1098,814.93,,
897,2018-03-1099,815.93,,
897,2018-03-1100,816.93,,
897,2018-03-1101,817.93,,
897,2018-03-1102,818.93,,
897,2018-03-1103,819.93,,
897,2018-03-1104,820.93,,
897,2018-03-1105,821.93,,
897,2018-03-1106,822.93,,
897,2018-03-1107,823.93,,
897,2018-03-1108,824.93,,
897,2018-03-1109,825.93,,
897,2018-03-1110,826.93,,
897,2018-03-1111,827.93,,
897,2018-03-1112,828.93,,
897,2018-03-1113,829.93,,
897,2018-03-1114,830.93,,
897,2018-03-1115,831.93,,
897,2018-03-1116,832.93,,
897,2018-03-1117,833.93,,
897,2018-03-1118,834.93,,
897,2018-03-1119,835.93,,
897,2018-03-1120,836.93,,
897,2018-03-1121,837.93,,
897,2018-03-1122,838.93,,
897,2018-03-1123,839.93,,
897,2018-03-1124,840.93,,
897,2018-03-1125,841.93,,
897,2018-03-1126,842.93,,
897,2018-03-1127,843.93,,
897,2018-03-1128,844.93,,
897,2018-03-1129,845.93,,
897,2018-03-1130,846.93,,
897,2018-03-1131,847.93,,
897,2018-03-1132,848.93,,
897,2018-03-1133,849.93,,
897,2018-03-1134,850.93,,
897,2018-03-1135,851.93,,
897,2018-03-1136,852.93,,
897,2018-03-1137,853.93,,
897,2018-03-1138,854.93,,
897,2018-03-1139,855.93,,
897,2018-03-1140,856.93,,
897,2018-03-1141,857.93,,
897,2018-03-1142,858.93,,
897,2018-03-1143,859.93,,
897,2018-03-1144,860.93,,
897,2018-03-1145,861.93,,
897,2018-03-1146,862.93,,
897,2018-03-1147,863.93,,
897,2018-03-1148,864.93,,
897,2018-03-1149,865.93,,
897,2018-03-1150,866.93,,
897,2018-03-1151,867.93,,
897,2018-03-1152,868.93,,
897,2018-03-1153,869.93,,
897,2018-03-1154,870.93,,
897,2018-03-1155,871.93,,
897,2018-03-1156,872.93,,
897,2018-03-1157,873.93,,
897,2018-03-1158,874.93,,
897,2018-03-1159,875.93,,
897,2018-03-1160,876.93,,
897,2018-03-1161,877.93,,
897,2018-03-1162,878.93,,
897,2018-03-1163,879.93,,
897,2018-03-1164,880.93,,
897,2018-03-1165,881.93,,
897,2018-03-1166,882.93,,
897,2018-03-1167,883.93,,
897,2018-03-1168,884.93,,
897,2018-03-1169,885.93,,
897,2018-03-1170,886.93,,
897,2018-03-1171,887.93,,
897,2018-03-1172,888.93,,
897,2018-03-1173,889.93,,
897,2018-03-1174,890.93,,
897,2018-03-1175,891.93,,
897,2018-03-1176,892.93,,
897,2018-03-1177,893.93,,
897,2018-03-1178,894.93,,
897,2018-03-1179,895.93,,
897,2018-03-1180,896.93,,
897,2018-03-1181,897.93,,
897,2018-03-1182,898.93,,
897,2018-03-1183,899.93,,
897,2018-03-1184,900.93,,
897,2018-03-1185,901.93,,
897,2018-03-1186,902.93,,
897,2018-03-1187,903.93,,
897,2018-03-1188,904.93,,
897,2018-03-1189,905.93,,
897,2018-03-1190,906.93,,
897,2018-03-1191,907.93,,
897,2018-03-1192,908.93,,
897,2018-03-1193,909.93,,
897,2018-03-1194,910.93,,
897,2018-03-1195,911.93,,
897,2018-03-1196,912.93,,
897,2018-03-1197,913.93,,
897,2018-03-1198,914.93,,
897,2018-03-1199,915.93,,
897,2018-03-1200,916.93,,
897,2018-03-1201,917.93,,
897,2018-03-1202,918.93,,
897,2018-03-1203,919.93,,
897,2018-03-1204,920.93,,
